0,1,2,0.09,0.12
1,1,2,0.09,0.09
2,1,2,0.09,0.06
3,1,2,0.08,0.06
4,1,2,0.08,0.03
5,1,2,0.08,0.03
6,1,2,0.08,0.03
7,1,2,0.09,0.03
8,1,2,0.09,0.03
9,1,2,0.08,0.03
10,1,2,0.07,0.03
11,1,2,0.08,0.03
12,1,2,0.09,0.03
13,1,2,0.08,0.03
14,1,2,0.08,0.03
15,2,1,0.29,0.03
16,2,1,0.3,0.03
17,2,1,0.3,0.06
18,2,1,0.3,0.03
19,2,1,0.28,0.03
20,2,1,0.28,0.09
21,2,1,0.3,0.03
22,2,1,0.29,0.03
23,2,1,0.27,0.03
24,2,1,0.28,0.03
25,2,1,0.28,0.03
26,2,1,0.29,0.03
27,2,1,0.29,0.03
28,2,1,0.29,0.03
29,2,1,0.3,0.03
30,2,1,0.3,0.03
31,2,1,0.3,0.06
32,2,1,0.29,0.06
33,2,1,0.28,0.03
34,2,1,0.3,0.03
35,2,1,0.28,0.03
36,2,1,0.3,0.09
37,2,1,0.26,0.09
38,2,1,0.28,0.03
39,2,1,0.19,0.03
40,2,1,0.3,0.03
41,2,1,0.29,0.03
42,2,1,0.18,0.03
43,2,1,0.3,0.03
44,2,1,0.28,0.03
45,2,1,0.3,0.09
46,2,1,0.3,0.03
47,2,1,0.3,0.03
48,2,1,0.28,0.03
49,2,1,0.29,0.06
50,2,1,0.3,0.03
51,2,1,0.07,0.06
52,2,1,0.07,0.06
53,2,1,0.12,0.12
54,2,1,0.11,0.12
55,2,1,0.14,0.06
56,2,1,0.13,0.03
57,2,1,0.29,0.09
58,2,1,0.1,0.03
59,2,1,0.15,0.09
60,2,1,0.11,0.06
61,2,1,0.26,0.12
62,2,1,0.25,0.06
63,2,1,0.27,0.09
64,2,1,0.24,0.15
65,2,1,0.08,0.03
66,2,1,0.3,0.09
67,2,1,0.3,0.03
68,2,1,0.3,0.09
69,2,1,0.29,0.03
70,2,1,0.3,0.03
71,2,1,0.29,0.03
72,2,1,0.26,0.03
73,2,1,0.27,0.06
74,2,1,0.29,0.03
75,2,1,0.3,0.06
76,2,1,0.29,0.06
77,2,1,0.29,0.12
78,2,1,0.3,0.03
79,2,1,0.3,0.03
80,2,1,0.3,0.03
81,2,1,0.28,0.03
82,2,1,0.3,0.06
83,2,1,0.28,0.06
84,2,1,0.3,0.03
85,2,1,0.28,0.03
86,2,1,0.23,0.03
87,2,1,0.3,0.03
88,2,1,0.19,0.03
89,2,1,0.29,0.03
90,2,1,0.28,0.03
91,2,1,0.3,0.06
92,2,1,0.3,0.09
93,2,1,0.29,0.03
94,2,1,0.3,0.03
95,2,1,0.28,0.03
96,2,1,0.29,0.03
97,2,1,0.3,0.03
98,2,1,0.29,0.06
99,2,1,0.28,0.03
100,2,1,0.29,0.09
101,2,1,0.29,0.03
102,2,1,0.29,0.03
103,2,1,0.3,0.03
104,2,2,0.12,0.03
105,2,1,0.29,0.03
106,2,1,0.29,0.03
107,2,1,0.3,0.03
108,2,1,0.29,0.03
109,2,1,0.29,0.03
110,2,1,0.3,0.03
111,2,1,0.3,0.03
112,2,1,0.3,0.06
113,2,1,0.27,0.09
114,2,1,0.29,0.15
115,2,1,0.3,0.06
116,2,1,0.28,0.03
117,2,1,0.3,0.06
118,2,1,0.28,0.06
119,2,1,0.29,0.03
120,2,1,0.29,0.06
121,2,1,0.27,0.03
122,2,1,0.29,0.03
123,2,1,0.3,0.09
124,2,1,0.3,0.03
125,2,1,0.29,0.06
126,2,1,0.28,0.03
127,2,1,0.28,0.03
128,2,1,0.27,0.06
129,2,1,0.29,0.03
130,2,1,0.3,0.03
131,2,1,0.29,0.03
132,2,1,0.3,0.03
133,2,1,0.29,0.06
134,2,1,0.3,0.03
135,2,1,0.3,0.03
136,2,1,0.28,0.03
137,2,1,0.28,0.03
138,2,1,0.28,0.06
139,2,1,0.29,0.06
140,2,1,0.29,0.06
141,2,1,0.2,0.03
142,2,1,0.26,0.03
143,2,1,0.27,0.06
144,2,1,0.28,0.03
145,2,1,0.3,0.12
146,2,1,0.29,0.03
147,2,1,0.3,0.03
148,2,1,0.3,0.03
149,2,1,0.3,0.03
150,2,1,0.3,0.03
151,2,1,0.19,0.12
152,2,1,0.29,0.03
153,2,1,0.23,0.12
154,2,1,0.29,0.03
155,2,1,0.2,0.12
156,2,1,0.3,0.09
157,2,1,0.16,0.09
158,2,1,0.28,0.03
159,2,1,0.29,0.03
160,2,1,0.3,0.03
161,2,1,0.29,0.03
162,2,1,0.28,0.03
163,2,1,0.28,0.03
164,2,1,0.29,0.03
165,2,1,0.3,0.03
166,2,1,0.3,0.03
167,2,1,0.28,0.03
168,2,1,0.26,0.06
169,2,1,0.3,0.03
170,2,1,0.28,0.03
171,2,1,0.3,0.03
172,2,1,0.28,0.06
173,2,1,0.29,0.03
174,2,1,0.19,0.06
175,2,1,0.29,0.03
176,2,1,0.29,0.03
177,2,1,0.29,0.06
178,2,1,0.27,0.03
179,2,1,0.3,0.03
180,2,1,0.3,0.03
181,2,1,0.29,0.09
182,2,1,0.29,0.03
183,2,1,0.3,0.03
184,2,1,0.28,0.03
185,2,1,0.29,0.09
186,2,1,0.28,0.03
187,2,1,0.29,0.09
188,2,1,0.3,0.03
189,2,1,0.3,0.03
190,2,1,0.3,0.03
191,2,1,0.3,0.09
192,2,1,0.29,0.09
193,2,1,0.17,0.12
194,2,1,0.28,0.06
195,2,1,0.26,0.03
196,2,1,0.29,0.06
197,2,1,0.29,0.09
198,2,1,0.29,0.09
199,2,1,0.3,0.03
200,2,1,0.3,0.06
201,2,1,0.3,0.03
202,2,1,0.3,0.06
203,2,1,0.3,0.03
204,2,1,0.29,0.03
205,2,1,0.29,0.03
206,2,1,0.28,0.03
207,2,1,0.28,0.03
208,2,1,0.29,0.03
209,2,1,0.3,0.03
210,2,1,0.3,0.12
211,2,1,0.28,0.03
212,2,1,0.27,0.03
213,2,1,0.23,0.09
214,2,1,0.29,0.03
215,2,1,0.3,0.03
216,2,1,0.27,0.03
217,2,1,0.29,0.03
218,2,1,0.17,0.09
219,2,1,0.3,0.12
220,2,1,0.29,0.06
221,2,1,0.3,0.09
222,2,1,0.3,0.06
223,2,1,0.28,0.06
224,2,1,0.28,0.06
225,2,1,0.3,0.03
226,2,1,0.29,0.03
227,2,1,0.28,0.03
228,2,1,0.27,0.03
229,2,1,0.3,0.03
230,2,1,0.3,0.09
231,2,1,0.17,0.03
