0,1,2,0.07,0.06
1,1,2,0.07,0.06
2,1,1,0.21,0.03
3,1,1,0.19,0.06
4,1,2,0.07,0.09
5,1,2,0.06,0.06
6,1,2,0.06,0.06
7,1,2,0.08,0.06
8,1,2,0.07,0.12
9,1,2,0.07,0.06
10,1,2,0.06,0.09
11,1,2,0.07,0.15
12,1,2,0.08,0.06
13,1,2,0.06,0.06
14,1,2,0.06,0.06
15,1,2,0.07,0.09
16,1,2,0.07,0.06
17,1,2,0.07,0.09
18,1,2,0.07,0.12
19,1,2,0.06,0.06
20,1,2,0.06,0.06
21,1,2,0.06,0.06
22,1,2,0.08,0.15
23,1,2,0.06,0.06
24,1,2,0.06,0.06
25,1,2,0.07,0.09
26,1,2,0.08,0.09
27,1,2,0.07,0.06
28,1,2,0.07,0.06
29,1,2,0.07,0.12
30,1,2,0.07,0.06
31,3,2,0.03,0.12
32,3,2,0.03,0.06
33,3,1,0.17,0.03
34,3,1,0.2,0.12
35,3,2,0.03,0.09
36,3,2,0.03,0.06
37,3,3,0.11,0.09
38,3,2,0.03,0.06
39,3,2,0.03,0.09
40,3,2,0.03,0.06
41,3,2,0.03,0.09
42,3,2,0.03,0.09
43,3,2,0.03,0.09
44,3,2,0.03,0.18
45,3,2,0.03,0.09
46,3,2,0.03,0.09
47,3,2,0.03,0.06
48,3,2,0.03,0.06
49,3,2,0.03,0.06
50,3,2,0.03,0.06
51,3,2,0.03,0.06
52,3,2,0.03,0.06
53,3,1,0.18,0.03
54,3,2,0.06,0.06
55,3,2,0.03,0.09
56,3,1,0.23,0.03
57,3,2,0.03,0.06
58,3,1,0.14,0.03
59,3,1,0.23,0.03
60,3,1,0.19,0.12
61,3,2,0.03,0.06
62,3,1,0.18,0.03
63,3,1,0.24,0.12
64,3,1,0.17,0.03
65,3,1,0.16,0.03
66,3,1,0.23,0.03
67,3,1,0.24,0.03
68,3,3,0.03,0.18
69,3,1,0.21,0.03
70,3,3,0.03,0.12
71,3,2,0.03,0.09
72,3,2,0.03,0.06
73,3,1,0.22,0.12
74,3,3,0.03,0.15
75,3,3,0.03,0.18
76,3,3,0.03,0.15
77,3,3,0.03,0.12
78,3,2,0.06,0.12
79,3,2,0.03,0.06
80,3,2,0.06,0.03
81,3,2,0.06,0.03
82,3,2,0.05,0.12
83,3,2,0.05,0.03
84,3,2,0.05,0.03
85,3,2,0.03,0.12
86,3,2,0.03,0.06
87,3,2,0.05,0.03
88,3,1,0.13,0.12
89,3,1,0.18,0.03
90,3,1,0.22,0.03
91,3,2,0.05,0.12
92,3,2,0.05,0.12
93,3,2,0.05,0.06
94,3,2,0.05,0.09
95,3,2,0.06,0.12
96,3,2,0.06,0.12
97,3,2,0.06,0.12
98,3,2,0.06,0.06
99,3,2,0.05,0.15
100,3,2,0.05,0.06
101,3,2,0.06,0.09
102,3,2,0.04,0.03
103,3,2,0.05,0.03
104,3,2,0.05,0.03
105,3,2,0.05,0.03
106,3,1,0.21,0.03
107,3,1,0.19,0.03
108,3,1,0.17,0.03
109,3,1,0.23,0.06
110,3,1,0.19,0.03
111,3,1,0.16,0.03
112,3,1,0.18,0.03
113,3,1,0.22,0.12
114,3,3,0.03,0.12
115,3,1,0.25,0.15
116,3,1,0.22,0.03
117,3,1,0.16,0.03
118,3,1,0.2,0.03
119,3,1,0.23,0.03
120,3,1,0.15,0.12
121,3,1,0.2,0.03
122,3,1,0.22,0.03
123,3,1,0.18,0.03
124,3,1,0.19,0.12
125,3,3,0.03,0.21
126,3,1,0.2,0.03
127,3,2,0.06,0.15
128,3,2,0.06,0.03
129,3,2,0.03,0.03
130,3,2,0.03,0.03
131,3,2,0.04,0.03
132,3,2,0.05,0.03
133,3,2,0.05,0.12
134,3,2,0.05,0.03
135,3,1,0.1,0.03
136,3,2,0.05,0.03
137,3,2,0.07,0.12
138,3,3,0.03,0.15
139,3,3,0.03,0.12
140,3,1,0.22,0.03
141,3,3,0.03,0.12
142,3,3,0.03,0.15
143,3,3,0.03,0.15
144,3,3,0.03,0.15
145,3,3,0.03,0.12
146,3,3,0.03,0.21
147,3,2,0.06,0.12
148,3,3,0.03,0.15
149,3,2,0.05,0.03
150,3,2,0.05,0.03
151,3,1,0.2,0.03
152,3,1,0.17,0.03
153,3,1,0.18,0.03
154,3,2,0.05,0.06
155,3,2,0.05,0.03
156,3,2,0.06,0.12
157,3,2,0.06,0.03
158,3,2,0.05,0.12
159,3,2,0.05,0.06
160,3,2,0.05,0.06
161,3,2,0.05,0.03
162,3,2,0.05,0.03
163,3,2,0.05,0.06
164,3,2,0.05,0.12
165,3,2,0.06,0.06
166,3,2,0.07,0.03
167,3,2,0.05,0.06
168,3,2,0.05,0.03
169,3,2,0.05,0.06
170,3,2,0.05,0.03
171,3,2,0.06,0.15
172,3,1,0.15,0.03
173,3,3,0.03,0.21
174,3,3,0.03,0.18
175,3,3,0.03,0.12
176,3,3,0.03,0.12
177,3,3,0.03,0.12
178,3,3,0.03,0.24
