0,1,2,0.1,0.18
1,1,3,0.09,0.15
2,1,3,0.09,0.15
3,1,3,0.1,0.12
4,1,3,0.09,0.12
5,1,3,0.09,0.12
6,1,3,0.1,0.06
7,1,3,0.09,0.09
8,1,3,0.1,0.15
9,1,3,0.08,0.06
10,1,3,0.09,0.06
11,1,3,0.1,0.06
12,1,3,0.08,0.06
13,1,2,0.1,0.15
14,1,3,0.08,0.09
15,1,3,0.09,0.09
16,1,3,0.09,0.15
17,1,3,0.11,0.18
18,1,3,0.1,0.09
19,1,3,0.08,0.06
20,1,3,0.09,0.06
21,1,3,0.1,0.06
22,1,2,0.1,0.12
23,1,3,0.1,0.09
24,1,3,0.09,0.09
25,1,3,0.09,0.09
26,1,3,0.1,0.21
27,1,3,0.1,0.06
28,1,3,0.1,0.18
29,1,3,0.11,0.09
30,1,3,0.09,0.12
31,1,3,0.1,0.12
32,1,3,0.09,0.12
33,1,3,0.1,0.06
34,1,3,0.09,0.12
35,1,3,0.09,0.09
36,1,3,0.09,0.09
37,1,3,0.09,0.06
38,1,3,0.1,0.06
39,1,3,0.1,0.06
40,1,3,0.09,0.09
41,1,3,0.1,0.12
42,1,3,0.09,0.09
43,1,3,0.08,0.09
44,1,3,0.09,0.09
45,1,3,0.09,0.09
46,1,2,0.09,0.09
47,1,3,0.09,0.09
48,1,3,0.08,0.09
49,1,3,0.1,0.12
50,1,3,0.1,0.09
51,1,3,0.1,0.09
52,1,3,0.1,0.06
53,1,3,0.09,0.09
54,1,3,0.09,0.12
55,1,3,0.09,0.09
56,1,3,0.09,0.09
57,1,3,0.08,0.06
58,1,3,0.08,0.09
59,1,3,0.08,0.06
60,1,3,0.1,0.09
61,1,3,0.1,0.09
62,1,3,0.09,0.12
63,7,1,0.23,0.15
64,7,1,0.23,0.21
65,7,1,0.25,0.18
66,7,1,0.23,0.15
67,7,1,0.23,0.15
68,7,1,0.22,0.18
69,7,1,0.25,0.18
70,7,1,0.23,0.18
71,7,1,0.23,0.15
72,7,1,0.25,0.15
73,7,1,0.23,0.15
74,7,1,0.26,0.15
75,7,1,0.24,0.21
76,7,1,0.24,0.18
77,7,1,0.24,0.15
78,7,1,0.22,0.15
79,7,1,0.22,0.27
80,7,1,0.25,0.18
81,7,1,0.26,0.18
82,7,1,0.24,0.15
83,7,1,0.23,0.18
84,7,1,0.24,0.09
85,7,1,0.22,0.27
86,7,1,0.25,0.15
87,7,1,0.26,0.21
88,7,1,0.26,0.24
89,7,1,0.25,0.21
90,7,1,0.22,0.24
91,7,1,0.22,0.18
92,7,1,0.25,0.18
93,7,1,0.23,0.15
94,7,1,0.24,0.21
95,7,1,0.25,0.15
96,7,1,0.23,0.15
97,7,1,0.25,0.15
98,7,1,0.23,0.15
99,7,1,0.23,0.27
100,7,1,0.24,0.21
101,7,1,0.25,0.27
102,7,1,0.24,0.18
103,7,1,0.26,0.15
104,7,1,0.24,0.15
105,7,1,0.24,0.15
106,7,1,0.24,0.15
107,7,1,0.25,0.24
108,7,1,0.25,0.27
109,7,1,0.23,0.24
110,7,1,0.25,0.18
111,7,1,0.24,0.18
112,7,1,0.22,0.21
113,7,1,0.22,0.15
114,7,1,0.25,0.18
115,7,1,0.25,0.15
116,7,1,0.23,0.15
117,7,1,0.26,0.21
118,7,1,0.24,0.15
119,7,1,0.25,0.15
120,7,2,0.06,0.21
121,7,1,0.25,0.18
122,7,1,0.22,0.18
123,21,2,0.04,0.15
124,21,2,0.06,0.09
125,21,2,0.05,0.03
126,21,1,0.04,0.09
127,21,2,0.08,0.12
128,21,1,0.06,0.03
129,21,1,0.04,0.03
130,22,1,0.26,0.15
131,22,1,0.26,0.21
132,22,1,0.28,0.15
133,22,1,0.25,0.18
134,22,1,0.24,0.15
135,22,1,0.26,0.24
136,22,1,0.26,0.18
137,22,1,0.26,0.18
138,22,1,0.25,0.15
139,22,1,0.25,0.21
140,22,1,0.24,0.15
141,22,1,0.24,0.21
142,22,1,0.26,0.18
143,22,1,0.25,0.3
144,22,1,0.24,0.18
145,22,1,0.24,0.18
146,22,1,0.25,0.15
147,22,1,0.25,0.15
148,22,1,0.23,0.15
149,22,1,0.25,0.24
150,22,1,0.26,0.18
151,22,1,0.25,0.15
152,22,1,0.25,0.18
153,22,1,0.27,0.21
154,22,1,0.25,0.21
155,22,1,0.25,0.18
156,22,1,0.26,0.18
157,22,1,0.24,0.15
158,22,1,0.26,0.15
159,22,1,0.27,0.24
160,22,1,0.25,0.15
161,22,1,0.26,0.15
162,22,1,0.25,0.15
163,22,1,0.25,0.15
164,22,1,0.25,0.15
165,22,1,0.27,0.15
166,22,1,0.25,0.21
167,22,1,0.24,0.12
168,22,1,0.26,0.27
169,22,1,0.26,0.21
170,22,1,0.22,0.15
171,22,1,0.26,0.27
172,22,1,0.26,0.15
173,22,1,0.24,0.15
174,22,1,0.25,0.21
175,22,1,0.24,0.18
176,22,1,0.26,0.24
177,22,1,0.24,0.15
178,22,1,0.24,0.15
179,22,1,0.25,0.18
180,22,1,0.26,0.15
181,22,1,0.26,0.15
182,22,1,0.26,0.18
183,22,1,0.25,0.15
184,22,1,0.26,0.27
185,22,1,0.25,0.15
186,22,1,0.27,0.15
187,22,1,0.26,0.15
188,22,1,0.26,0.18
189,22,1,0.26,0.15
190,28,1,0.03,0.03
191,28,1,0.09,0.03
192,28,1,0.05,0.03
193,28,1,0.05,0.09
194,28,1,0.25,0.09
195,28,1,0.06,0.03
196,28,1,0.23,0.03
197,28,1,0.07,0.03
198,28,1,0.06,0.03
199,28,1,0.06,0.12
200,28,1,0.04,0.03
201,28,1,0.23,0.09
202,28,1,0.04,0.03
203,28,1,0.05,0.03
204,28,1,0.05,0.03
205,28,1,0.06,0.09
206,28,1,0.04,0.12
207,28,1,0.05,0.03
208,28,1,0.1,0.09
209,28,1,0.05,0.03
210,28,1,0.04,0.03
211,28,1,0.06,0.06
212,28,1,0.06,0.03
213,28,1,0.05,0.03
214,28,1,0.05,0.03
215,28,1,0.03,0.03
216,28,1,0.07,0.06
217,28,1,0.07,0.06
218,28,1,0.05,0.03
219,28,1,0.03,0.03
220,28,1,0.05,0.03
221,28,1,0.05,0.12
222,28,1,0.05,0.03
223,28,1,0.05,0.03
224,28,1,0.05,0.06
225,28,1,0.05,0.09
226,28,1,0.06,0.03
227,28,1,0.06,0.12
228,28,1,0.05,0.03
229,28,1,0.1,0.03
230,28,1,0.22,0.09
231,28,1,0.26,0.09
232,28,1,0.27,0.03
233,28,1,0.26,0.12
234,28,1,0.23,0.03
235,28,1,0.22,0.03
236,28,1,0.27,0.06
237,28,1,0.24,0.03
238,28,1,0.2,0.03
239,28,1,0.07,0.12
240,28,1,0.06,0.03
241,28,1,0.06,0.12
242,28,1,0.05,0.03
243,28,1,0.04,0.09
244,28,1,0.04,0.03
245,28,1,0.03,0.03
246,28,1,0.03,0.03
247,28,1,0.05,0.03
248,28,1,0.05,0.03
249,28,1,0.07,0.12
250,28,1,0.24,0.03
251,28,1,0.24,0.03
252,28,1,0.04,0.03
253,28,1,0.04,0.06
254,28,1,0.04,0.03
255,28,1,0.23,0.09
256,28,1,0.25,0.03
257,28,1,0.23,0.03
258,28,1,0.25,0.03
259,28,1,0.04,0.03
260,28,1,0.25,0.06
261,28,1,0.25,0.12
262,28,1,0.05,0.09
263,28,1,0.23,0.09
264,28,1,0.25,0.06
265,28,1,0.24,0.09
266,28,1,0.04,0.03
267,28,1,0.22,0.06
268,28,1,0.21,0.03
269,28,1,0.24,0.03
270,28,1,0.23,0.03
271,28,1,0.23,0.03
272,28,1,0.22,0.06
273,28,1,0.05,0.03
274,28,1,0.05,0.03
275,28,1,0.04,0.03
276,28,1,0.06,0.09
277,28,1,0.04,0.03
278,28,1,0.05,0.03
279,28,1,0.05,0.03
280,28,1,0.04,0.03
281,28,1,0.04,0.03
282,28,1,0.04,0.03
283,28,1,0.05,0.06
284,28,1,0.04,0.03
285,28,1,0.04,0.06
286,28,1,0.08,0.15
287,28,1,0.07,0.12
288,28,1,0.06,0.03
289,28,1,0.04,0.03
290,28,1,0.05,0.03
291,28,1,0.04,0.03
292,28,1,0.06,0.03
293,28,1,0.22,0.03
294,28,1,0.04,0.03
295,28,1,0.04,0.03
296,28,1,0.04,0.03
297,28,1,0.23,0.09
298,28,1,0.06,0.09
299,28,1,0.04,0.03
300,28,1,0.07,0.15
301,28,1,0.2,0.09
302,28,1,0.06,0.12
303,28,1,0.19,0.03
304,28,1,0.22,0.09
305,28,1,0.27,0.03
306,28,1,0.23,0.03
307,28,1,0.22,0.03
308,28,1,0.24,0.09
309,28,1,0.22,0.09
310,28,1,0.24,0.09
311,28,1,0.24,0.09
312,28,1,0.22,0.03
313,28,1,0.22,0.03
314,28,1,0.22,0.09
315,28,1,0.2,0.09
316,28,1,0.23,0.03
317,28,1,0.19,0.03
318,28,1,0.18,0.03
319,28,1,0.2,0.03
320,28,1,0.22,0.06
321,28,1,0.23,0.12
322,28,1,0.25,0.09
323,28,1,0.26,0.09
324,28,1,0.26,0.12
325,28,1,0.04,0.03
326,28,1,0.04,0.03
327,28,1,0.26,0.09
328,28,1,0.05,0.03
329,28,1,0.06,0.03
330,28,1,0.28,0.09
331,28,1,0.26,0.12
332,28,1,0.27,0.12
333,28,1,0.04,0.03
334,55,1,0.23,0.06
335,55,3,0.08,0.06
336,55,3,0.08,0.12
337,55,1,0.22,0.06
338,55,1,0.26,0.06
339,55,3,0.03,0.09
340,55,3,0.03,0.09
341,55,3,0.03,0.09
342,55,1,0.23,0.09
343,55,3,0.08,0.03
344,55,1,0.21,0.06
345,55,3,0.07,0.06
346,55,1,0.21,0.12
347,55,1,0.14,0.12
348,55,3,0.08,0.03
349,55,3,0.03,0.12
350,55,1,0.23,0.03
351,55,2,0.16,0.03
352,55,3,0.03,0.18
353,55,2,0.09,0.03
354,55,1,0.24,0.15
355,55,2,0.1,0.03
356,55,2,0.16,0.06
357,55,3,0.12,0.03
358,55,3,0.08,0.03
359,55,1,0.22,0.12
360,55,3,0.08,0.15
361,55,1,0.15,0.03
362,55,3,0.08,0.03
363,55,3,0.08,0.03
364,55,2,0.13,0.03
365,55,1,0.22,0.03
366,55,3,0.08,0.15
367,55,2,0.15,0.03
368,55,1,0.12,0.03
369,55,3,0.08,0.03
370,55,2,0.13,0.03
371,55,2,0.11,0.09
372,55,2,0.13,0.03
373,55,1,0.2,0.03
374,55,1,0.19,0.03
375,55,3,0.08,0.03
376,55,1,0.24,0.06
377,55,1,0.22,0.03
378,55,2,0.1,0.03
379,55,1,0.09,0.03
380,55,2,0.11,0.03
381,55,1,0.25,0.15
382,55,3,0.08,0.03
383,55,3,0.08,0.09
384,55,1,0.22,0.03
385,55,3,0.07,0.03
386,55,3,0.03,0.06
387,55,1,0.2,0.03
388,55,2,0.15,0.03
389,55,2,0.14,0.09
390,55,2,0.17,0.03
391,55,2,0.14,0.03
392,55,2,0.16,0.09
393,55,1,0.12,0.03
394,55,2,0.1,0.06
395,55,1,0.22,0.06
396,55,1,0.22,0.03
397,55,1,0.23,0.03
398,55,2,0.09,0.06
399,55,2,0.12,0.09
400,55,1,0.11,0.15
401,55,1,0.12,0.15
402,55,2,0.11,0.03
403,55,2,0.09,0.03
404,55,1,0.11,0.03
405,55,2,0.09,0.03
406,55,2,0.11,0.12
407,55,3,0.03,0.06
408,55,1,0.21,0.03
409,55,1,0.19,0.03
410,55,1,0.22,0.03
411,55,1,0.22,0.09
412,55,1,0.2,0.03
413,55,1,0.24,0.03
414,55,2,0.09,0.03
415,55,2,0.11,0.03
416,55,2,0.13,0.03
417,55,3,0.03,0.06
418,55,1,0.1,0.03
419,55,2,0.09,0.03
420,55,2,0.13,0.09
421,55,2,0.09,0.03
422,55,1,0.11,0.03
423,55,2,0.14,0.03
424,55,2,0.11,0.03
