0,1,2,0.06,0.12
1,1,2,0.14,0.09
2,1,2,0.14,0.09
3,1,2,0.13,0.03
4,1,2,0.13,0.09
5,1,2,0.13,0.06
6,1,2,0.14,0.12
7,1,2,0.13,0.03
8,1,2,0.14,0.06
9,1,2,0.16,0.09
10,1,2,0.13,0.09
11,1,2,0.14,0.03
12,1,2,0.14,0.03
13,1,2,0.14,0.06
14,1,2,0.13,0.12
15,1,2,0.14,0.09
16,1,2,0.13,0.03
17,1,2,0.13,0.12
18,1,2,0.13,0.06
19,1,2,0.13,0.09
20,1,2,0.14,0.03
21,1,2,0.13,0.12
22,1,2,0.13,0.03
23,1,2,0.14,0.03
24,1,2,0.13,0.03
25,1,2,0.12,0.06
26,1,2,0.13,0.03
27,1,2,0.14,0.06
28,1,2,0.13,0.03
29,1,2,0.14,0.06
30,1,2,0.14,0.15
31,1,2,0.13,0.03
32,1,2,0.14,0.03
33,1,2,0.14,0.06
34,1,2,0.13,0.03
35,1,2,0.13,0.03
36,1,2,0.13,0.03
37,1,2,0.13,0.03
38,1,2,0.13,0.06
39,1,2,0.14,0.03
40,1,2,0.13,0.03
41,1,2,0.13,0.03
42,1,2,0.13,0.09
43,1,2,0.14,0.06
44,1,2,0.13,0.03
45,1,2,0.14,0.06
46,1,2,0.14,0.09
47,1,2,0.13,0.12
48,1,2,0.13,0.03
49,1,2,0.13,0.12
50,1,2,0.13,0.03
51,1,2,0.13,0.03
52,1,2,0.13,0.06
53,1,2,0.13,0.03
54,1,2,0.13,0.09
55,1,2,0.13,0.03
56,1,2,0.14,0.03
57,1,2,0.14,0.09
58,1,2,0.13,0.03
59,1,2,0.13,0.03
60,1,2,0.13,0.03
61,1,2,0.14,0.03
62,1,2,0.13,0.06
63,1,2,0.14,0.06
64,1,2,0.13,0.03
65,1,2,0.13,0.06
66,1,2,0.16,0.03
67,1,2,0.14,0.09
68,1,2,0.13,0.12
69,1,2,0.14,0.03
70,1,2,0.14,0.03
71,1,2,0.13,0.03
72,1,2,0.13,0.03
73,1,2,0.07,0.15
74,1,2,0.05,0.09
75,1,2,0.05,0.06
76,1,2,0.05,0.09
