0,1,2,0.28,0.06
1,1,3,0.27,0.06
2,1,3,0.26,0.03
3,1,3,0.27,0.03
4,1,3,0.28,0.03
5,1,3,0.28,0.06
6,1,3,0.28,0.03
7,1,3,0.27,0.03
8,1,4,0.27,0.03
9,1,3,0.27,0.03
10,1,3,0.26,0.03
11,1,3,0.27,0.06
12,1,3,0.29,0.06
13,1,3,0.27,0.03
14,1,3,0.26,0.09
15,1,3,0.28,0.03
16,1,3,0.27,0.03
17,1,3,0.28,0.12
18,1,3,0.27,0.09
19,1,3,0.27,0.06
20,1,3,0.26,0.03
21,1,3,0.28,0.09
22,1,3,0.26,0.06
23,1,3,0.27,0.06
24,1,3,0.27,0.06
25,1,3,0.26,0.03
26,1,3,0.26,0.03
27,1,3,0.24,0.03
28,1,3,0.27,0.03
29,1,3,0.27,0.06
30,1,3,0.27,0.03
31,1,3,0.27,0.09
32,1,3,0.28,0.06
33,1,3,0.26,0.06
34,1,3,0.27,0.09
35,1,3,0.26,0.06
36,1,3,0.27,0.09
37,1,3,0.27,0.03
38,1,3,0.27,0.09
39,1,3,0.27,0.09
40,1,3,0.28,0.03
41,1,3,0.26,0.03
42,1,2,0.27,0.09
43,1,2,0.26,0.09
44,1,3,0.27,0.03
45,1,3,0.28,0.06
46,1,3,0.26,0.03
47,1,3,0.27,0.03
48,1,3,0.29,0.03
49,1,3,0.27,0.06
50,1,3,0.26,0.06
51,1,3,0.27,0.06
52,1,3,0.26,0.03
53,1,3,0.27,0.03
54,1,3,0.26,0.03
55,1,3,0.27,0.03
56,1,3,0.27,0.03
57,1,3,0.27,0.09
58,1,3,0.27,0.03
59,1,3,0.27,0.03
60,1,3,0.28,0.09
61,1,3,0.27,0.03
62,1,3,0.27,0.03
63,1,3,0.28,0.09
64,1,3,0.26,0.09
65,1,3,0.28,0.03
66,1,4,0.25,0.03
67,1,3,0.27,0.03
68,1,3,0.26,0.09
69,1,3,0.25,0.09
70,1,4,0.26,0.09
71,1,3,0.28,0.03
72,1,4,0.26,0.03
73,1,3,0.27,0.03
74,1,3,0.28,0.06
75,1,3,0.28,0.15
76,1,4,0.26,0.03
77,1,3,0.28,0.03
78,1,3,0.26,0.06
79,1,3,0.27,0.03
80,1,3,0.28,0.03
81,1,3,0.27,0.09
82,1,3,0.27,0.03
83,1,3,0.27,0.06
84,1,3,0.26,0.09
85,1,3,0.28,0.06
86,1,3,0.27,0.12
87,1,3,0.26,0.09
88,1,3,0.28,0.06
89,1,3,0.26,0.03
90,1,3,0.27,0.06
91,1,3,0.26,0.03
92,1,3,0.26,0.03
93,1,3,0.27,0.15
94,1,2,0.28,0.03
95,1,3,0.28,0.06
96,1,3,0.26,0.03
97,1,3,0.28,0.03
98,1,3,0.28,0.03
99,1,3,0.28,0.03
100,1,3,0.28,0.09
101,1,3,0.28,0.09
102,1,3,0.27,0.09
103,1,3,0.26,0.03
104,1,3,0.28,0.03
105,1,3,0.27,0.03
106,1,2,0.27,0.06
107,1,3,0.27,0.09
108,1,3,0.26,0.03
109,1,3,0.27,0.03
110,1,3,0.26,0.03
111,1,2,0.28,0.09
112,1,3,0.28,0.06
113,1,3,0.27,0.06
114,1,3,0.27,0.06
115,1,3,0.28,0.09
116,1,3,0.27,0.09
117,1,3,0.28,0.03
118,1,3,0.28,0.09
119,1,3,0.26,0.06
120,1,3,0.26,0.09
121,1,3,0.28,0.03
122,1,4,0.27,0.03
123,1,3,0.26,0.03
124,1,3,0.27,0.06
125,1,3,0.28,0.09
126,1,3,0.27,0.03
127,1,3,0.28,0.03
128,1,3,0.28,0.12
129,1,3,0.28,0.09
130,1,3,0.27,0.09
131,1,3,0.27,0.03
132,1,3,0.28,0.06
133,1,2,0.26,0.03
134,1,3,0.27,0.03
135,1,2,0.26,0.06
136,1,3,0.27,0.03
137,1,3,0.28,0.09
138,1,3,0.26,0.03
139,1,3,0.28,0.03
140,1,3,0.28,0.06
141,1,3,0.28,0.09
142,1,3,0.27,0.03
143,1,3,0.27,0.03
144,1,3,0.28,0.09
145,1,3,0.26,0.09
146,1,2,0.27,0.06
147,1,3,0.27,0.03
148,1,2,0.25,0.03
149,1,3,0.27,0.03
150,1,3,0.27,0.03
151,1,3,0.28,0.06
152,1,3,0.27,0.03
153,1,3,0.26,0.03
154,1,3,0.27,0.03
155,1,3,0.27,0.03
156,1,3,0.28,0.03
157,1,3,0.26,0.06
158,1,3,0.27,0.03
159,1,3,0.27,0.09
160,1,3,0.26,0.03
161,1,3,0.27,0.09
162,1,3,0.28,0.09
163,1,3,0.26,0.09
164,1,3,0.28,0.09
165,1,3,0.28,0.06
166,1,2,0.28,0.03
167,1,3,0.28,0.03
168,1,3,0.27,0.09
169,1,4,0.25,0.06
170,1,3,0.27,0.03
171,1,4,0.27,0.03
172,1,3,0.27,0.09
173,1,3,0.29,0.03
174,1,3,0.28,0.09
175,1,3,0.26,0.03
176,1,3,0.28,0.03
177,1,3,0.27,0.09
178,1,3,0.27,0.03
179,1,3,0.28,0.03
180,1,3,0.27,0.09
181,1,2,0.27,0.03
182,1,2,0.28,0.06
183,1,3,0.28,0.09
184,1,4,0.26,0.03
185,1,3,0.27,0.09
186,1,3,0.28,0.06
187,1,3,0.28,0.06
188,1,3,0.27,0.03
189,1,2,0.28,0.06
190,1,3,0.27,0.03
191,1,3,0.26,0.09
192,1,3,0.26,0.06
193,1,4,0.23,0.09
194,1,3,0.26,0.03
195,1,3,0.27,0.09
196,1,2,0.28,0.09
197,1,3,0.26,0.03
198,1,3,0.27,0.03
199,1,3,0.27,0.09
200,1,3,0.28,0.06
201,1,3,0.28,0.06
202,1,3,0.28,0.03
203,1,3,0.28,0.03
204,1,3,0.26,0.03
205,1,3,0.25,0.06
206,1,3,0.26,0.03
207,1,3,0.27,0.09
208,1,3,0.27,0.12
209,1,2,0.26,0.06
210,1,3,0.27,0.09
211,1,3,0.27,0.09
212,1,4,0.25,0.06
213,1,3,0.27,0.03
214,1,3,0.27,0.09
215,1,3,0.27,0.06
216,1,2,0.28,0.03
217,1,3,0.27,0.03
218,1,3,0.26,0.06
219,1,3,0.28,0.03
220,1,3,0.27,0.03
221,1,3,0.27,0.03
222,1,3,0.27,0.03
223,1,3,0.28,0.03
224,1,3,0.28,0.03
225,1,3,0.28,0.03
226,1,3,0.27,0.03
227,1,3,0.26,0.06
228,1,3,0.27,0.09
229,1,3,0.28,0.03
230,1,4,0.27,0.03
231,1,3,0.27,0.03
232,1,3,0.26,0.06
233,1,3,0.27,0.03
234,1,3,0.28,0.09
235,1,3,0.28,0.03
236,1,3,0.28,0.03
237,1,3,0.26,0.03
238,1,3,0.27,0.03
239,1,3,0.28,0.09
240,1,3,0.28,0.03
241,1,3,0.26,0.03
242,1,4,0.25,0.03
243,1,3,0.25,0.06
244,1,3,0.28,0.09
245,1,3,0.27,0.12
246,1,3,0.27,0.09
247,1,3,0.26,0.03
248,1,6,0.05,0.09
249,1,3,0.27,0.06
250,1,3,0.27,0.03
251,1,3,0.27,0.03
252,1,3,0.27,0.09
253,1,3,0.27,0.06
254,1,3,0.27,0.09
255,1,3,0.27,0.09
256,1,3,0.28,0.03
257,1,3,0.26,0.06
258,1,3,0.27,0.03
259,1,4,0.27,0.06
260,1,4,0.26,0.06
261,1,4,0.26,0.12
262,1,3,0.28,0.09
263,1,3,0.26,0.09
