0,0,1,0.5,0.5
1,1,2,0.3,0.3
2,1,4,0.3,0.1
3,1,2,0.2,0.5
4,3,5,0.5,0.5
5,3,1,0.2,0.4
6,4,1,0.5,0.2
7,4,4,0.1,0.5
8,4,3,0.4,0.3
9,6,3,0.5,0.5
10,6,5,0.3,0.5
11,6,2,0.4,0.4
12,7,5,0.4,0.5
13,7,2,0.2,0.3
14,8,3,0.3,0.4
15,10,4,0.5,0.4
16,10,2,0.3,0.4
17,10,2,0.1,0.5
18,10,2,0.3,0.1
19,10,5,0.5,0.1
20,12,3,0.3,0.4
21,13,2,0.4,0.5
22,14,3,0.4,0.3
23,15,1,0.5,0.4
24,16,5,0.5,0.3
25,16,5,0.3,0.4
26,16,5,0.3,0.4
27,17,4,0.3,0.5
28,17,1,0.4,0.4
29,19,3,0.2,0.3
30,19,4,0.5,0.1
31,19,1,0.3,0.2
32,19,1,0.2,0.1
33,20,4,0.4,0.3
34,20,5,0.1,0.2
35,20,4,0.4,0.1
36,21,4,0.3,0.2
37,22,1,0.3,0.1
38,22,3,0.2,0.3
39,22,4,0.3,0.1
40,22,3,0.1,0.3
41,22,1,0.5,0.1
42,23,4,0.5,0.3
43,23,2,0.3,0.5
44,23,2,0.3,0.4
45,23,2,0.3,0.1
46,24,2,0.1,0.3
47,25,1,0.1,0.3
48,25,3,0.3,0.1
49,25,3,0.5,0.4
50,26,5,0.4,0.4
51,26,1,0.1,0.3
52,28,5,0.2,0.2
53,28,1,0.4,0.1
54,29,1,0.3,0.3
55,29,1,0.2,0.3
56,31,5,0.4,0.1
57,32,3,0.4,0.2
58,32,2,0.3,0.3
59,33,4,0.3,0.4
60,33,5,0.2,0.2
61,35,4,0.4,0.2
62,36,1,0.1,0.3
63,37,3,0.5,0.3
64,38,3,0.1,0.5
65,38,2,0.2,0.3
66,38,1,0.5,0.3
67,39,4,0.3,0.3
68,40,3,0.1,0.2
69,40,4,0.4,0.1
70,40,3,0.3,0.4
71,41,1,0.3,0.5
72,43,5,0.5,0.2
73,43,5,0.3,0.5
74,44,1,0.5,0.3
75,44,4,0.1,0.3
76,44,2,0.4,0.4
77,45,5,0.5,0.2
78,45,3,0.3,0.4
79,47,2,0.1,0.2
80,47,4,0.5,0.5
81,48,2,0.5,0.1
82,48,2,0.2,0.3
83,48,1,0.4,0.1
84,48,5,0.3,0.3
85,48,3,0.4,0.5
86,49,5,0.1,0.4
87,49,4,0.4,0.3
88,49,4,0.3,0.4
89,50,4,0.1,0.4
90,51,5,0.3,0.2
91,52,5,0.1,0.4
92,53,4,0.4,0.5
93,53,2,0.3,0.4
94,54,1,0.1,0.1
95,54,4,0.5,0.3
96,55,4,0.2,0.1
97,55,4,0.3,0.1
98,55,2,0.1,0.4
99,55,3,0.1,0.4
100,56,4,0.3,0.4
101,57,3,0.4,0.5
102,57,5,0.1,0.4
103,58,2,0.4,0.2
104,59,2,0.3,0.1
105,60,1,0.3,0.2
106,60,3,0.3,0.4
107,60,2,0.2,0.1
108,62,4,0.2,0.1
109,62,5,0.1,0.5
110,62,5,0.1,0.2
111,62,3,0.5,0.3
112,62,3,0.1,0.5
113,63,4,0.5,0.1
114,63,4,0.5,0.2
115,63,5,0.4,0.4
116,65,2,0.5,0.3
117,66,5,0.2,0.3
118,66,3,0.3,0.4
119,67,2,0.1,0.1
120,67,4,0.5,0.4
121,67,2,0.4,0.2
122,68,2,0.4,0.4
123,68,4,0.3,0.2
124,69,5,0.4,0.4
125,69,3,0.3,0.5
126,69,2,0.5,0.2
127,71,2,0.3,0.5
128,71,4,0.5,0.2
129,71,2,0.5,0.1
130,72,5,0.3,0.1
131,72,4,0.3,0.4
132,72,2,0.5,0.3
133,72,2,0.1,0.2
134,73,2,0.4,0.2
135,73,2,0.2,0.4
136,74,3,0.1,0.4
137,74,5,0.2,0.1
138,74,2,0.1,0.1
139,75,2,0.5,0.5
140,75,3,0.2,0.1
141,75,1,0.1,0.1
142,76,4,0.3,0.1
143,76,5,0.2,0.5
144,77,3,0.3,0.3
145,77,3,0.4,0.5
146,78,5,0.1,0.4
147,78,4,0.1,0.5
148,78,1,0.3,0.4
149,79,4,0.2,0.1
150,79,4,0.2,0.3
151,79,5,0.2,0.3
152,79,4,0.2,0.1
153,81,3,0.1,0.2
154,82,4,0.5,0.1
155,84,4,0.4,0.4
156,84,4,0.2,0.1
157,85,4,0.4,0.5
158,85,4,0.3,0.2
159,86,1,0.1,0.5
160,86,2,0.1,0.5
161,87,1,0.3,0.2
162,87,3,0.5,0.5
163,87,1,0.3,0.2
164,88,5,0.3,0.1
165,88,4,0.4,0.5
166,90,1,0.5,0.2
167,91,4,0.5,0.4
168,91,4,0.1,0.3
169,91,1,0.5,0.3
170,92,1,0.4,0.5
171,92,2,0.5,0.1
172,93,1,0.2,0.1
173,94,1,0.1,0.4
174,94,5,0.2,0.3
175,94,5,0.3,0.2
176,94,4,0.5,0.4
177,95,1,0.4,0.3
178,95,5,0.1,0.4
179,96,3,0.3,0.2
180,96,2,0.5,0.3
181,96,1,0.1,0.4
182,96,3,0.4,0.5
183,97,4,0.4,0.4
184,97,3,0.3,0.4
185,97,4,0.4,0.3
186,98,1,0.4,0.2
187,98,4,0.4,0.4
188,98,5,0.1,0.1
189,98,4,0.5,0.3
190,99,3,0.5,0.3
191,99,4,0.2,0.5
192,100,2,0.1,0.4
193,100,2,0.5,0.1
194,101,1,0.1,0.1
195,102,1,0.3,0.4
196,103,3,0.5,0.5
197,104,3,0.4,0.1
198,105,2,0.1,0.1
199,105,3,0.5,0.4
200,106,4,0.1,0.2
201,106,1,0.4,0.2
202,107,2,0.1,0.4
203,107,3,0.1,0.5
204,108,5,0.2,0.1
205,108,2,0.2,0.1
206,109,4,0.1,0.2
207,109,1,0.2,0.3
208,110,4,0.5,0.1
209,111,1,0.1,0.4
210,111,5,0.3,0.5
211,111,3,0.2,0.1
212,112,3,0.3,0.3
213,112,4,0.1,0.4
214,113,5,0.1,0.1
215,115,5,0.5,0.4
216,115,5,0.2,0.3
217,116,4,0.4,0.1
218,116,2,0.5,0.3
219,116,1,0.1,0.1
220,117,4,0.2,0.4
221,117,5,0.5,0.2
222,118,1,0.5,0.3
223,118,1,0.5,0.2
224,119,1,0.5,0.5
225,119,3,0.1,0.3
226,120,5,0.1,0.1
227,121,4,0.1,0.5
228,121,2,0.3,0.3
229,121,2,0.4,0.1
230,121,1,0.4,0.5
231,122,1,0.3,0.4
232,122,2,0.3,0.3
233,123,4,0.3,0.4
234,123,3,0.5,0.2
235,123,1,0.4,0.4
236,124,3,0.3,0.1
237,125,5,0.2,0.5
238,127,2,0.1,0.5
239,128,3,0.1,0.1
240,129,1,0.2,0.2
241,131,4,0.1,0.5
242,132,3,0.3,0.3
243,134,3,0.5,0.5
244,135,5,0.3,0.4
245,135,4,0.2,0.4
246,136,3,0.2,0.1
247,137,3,0.2,0.3
248,137,1,0.2,0.3
249,137,1,0.4,0.5
250,137,1,0.2,0.4
251,138,2,0.2,0.1
252,139,1,0.5,0.3
253,139,4,0.1,0.4
254,140,4,0.3,0.2
255,140,1,0.2,0.3
256,141,1,0.4,0.4
257,141,2,0.3,0.4
258,142,5,0.5,0.2
259,143,5,0.5,0.1
260,143,5,0.4,0.5
261,144,2,0.4,0.2
262,144,4,0.4,0.4
263,144,2,0.2,0.1
264,147,4,0.2,0.5
265,148,1,0.2,0.1
266,148,2,0.3,0.2
267,148,2,0.4,0.1
268,148,1,0.5,0.5
269,149,3,0.2,0.2
270,150,5,0.2,0.1
271,151,2,0.2,0.3
272,152,2,0.5,0.4
273,152,4,0.2,0.3
274,152,3,0.4,0.3
275,152,2,0.5,0.5
276,154,5,0.2,0.5
277,155,5,0.4,0.1
278,155,1,0.3,0.4
279,156,5,0.3,0.3
280,157,4,0.3,0.3
281,158,2,0.2,0.5
282,158,4,0.1,0.1
283,158,2,0.4,0.2
284,158,3,0.3,0.3
285,158,1,0.2,0.3
286,158,4,0.4,0.3
287,159,4,0.4,0.1
288,160,3,0.5,0.2
289,160,4,0.1,0.3
290,160,4,0.5,0.5
291,162,2,0.1,0.4
292,163,1,0.1,0.3
293,166,2,0.2,0.2
294,166,5,0.5,0.2
295,166,4,0.3,0.5
296,168,5,0.4,0.3
297,168,1,0.4,0.4
298,169,4,0.3,0.4
299,169,1,0.1,0.3
300,169,2,0.4,0.1
301,169,3,0.3,0.3
302,170,4,0.2,0.2
303,171,4,0.5,0.1
304,172,5,0.1,0.1
305,174,1,0.2,0.1
306,174,1,0.1,0.3
307,176,3,0.1,0.5
308,177,4,0.3,0.2
309,177,3,0.1,0.2
310,177,3,0.2,0.2
311,178,2,0.3,0.3
312,179,5,0.4,0.2
313,179,3,0.1,0.2
314,180,3,0.3,0.2
315,181,4,0.3,0.5
316,181,3,0.1,0.3
317,181,1,0.3,0.1
318,181,2,0.4,0.3
319,182,1,0.1,0.1
320,183,3,0.2,0.2
321,183,1,0.4,0.3
322,184,1,0.2,0.4
323,184,5,0.2,0.4
324,184,3,0.4,0.4
325,184,5,0.1,0.1
326,185,3,0.1,0.3
327,185,4,0.4,0.2
328,186,2,0.4,0.3
329,187,5,0.3,0.2
330,188,1,0.1,0.5
331,189,5,0.1,0.4
332,189,4,0.3,0.1
333,189,2,0.3,0.5
334,189,2,0.1,0.5
335,190,2,0.2,0.3
