0,0,3,2.0,0.45
1,2,3,1.4,0.1
2,3,3,0.2,0.4
3,5,1,0.2,1.0
4,6,3,0.15,0.6
5,7,2,1.2,0.45
6,8,1,0.05,1.6
7,9,3,0.8,0.25
8,9,2,0.5,0.2
9,11,1,0.5,2.0
10,12,1,1.8,0.15
11,13,2,2.0,0.1
12,13,1,0.4,0.45
13,14,2,1.6,0.1
14,14,3,0.2,0.6
15,14,2,0.1,0.2
16,14,1,0.8,0.1
17,15,2,0.3,1.4
18,15,1,1.8,0.45
19,15,3,0.05,1.6
20,15,3,0.45,0.8
21,17,3,1.4,0.1
22,17,3,0.5,2.0
23,18,3,1.8,0.2
24,19,1,0.25,0.4
25,19,3,0.25,0.4
26,20,1,0.4,0.45
27,21,3,0.4,0.6
28,21,1,1.8,0.3
29,21,1,1.0,0.4
30,22,3,0.6,0.35
31,23,1,1.0,0.05
32,23,3,0.1,0.2
33,24,3,0.5,1.4
34,25,3,0.3,0.4
35,25,3,2.0,0.05
36,26,2,1.6,0.3
37,26,1,1.2,0.3
38,26,3,0.3,2.0
39,26,1,0.1,2.0
40,27,3,0.5,0.6
41,27,2,0.2,0.15
42,28,2,0.5,0.2
43,28,1,0.15,1.6
44,29,1,2.0,0.15
45,29,1,0.25,2.0
46,29,2,0.5,1.6
47,31,3,0.6,0.5
48,31,3,0.4,1.6
49,32,2,0.25,1.0
50,32,3,0.4,2.0
51,33,1,0.3,0.8
52,34,1,0.05,1.4
53,35,2,0.5,1.6
54,35,1,0.45,1.8
55,35,2,0.35,1.2
56,36,2,1.0,0.05
57,37,3,0.5,0.2
58,38,2,2.0,0.2
59,38,3,0.45,2.0
60,38,3,0.2,0.1
61,39,2,1.6,0.05
62,39,2,1.0,0.2
63,39,3,0.3,1.2
64,40,3,0.05,1.8
65,40,1,0.2,0.1
66,41,3,1.0,0.15
67,42,2,0.6,0.2
68,42,1,0.25,0.6
69,42,3,0.3,0.2
70,42,2,0.6,0.1
71,42,1,0.25,0.4
72,43,3,0.15,2.0
73,43,1,0.1,0.4
74,45,3,0.8,0.05
75,46,2,0.25,0.6
76,46,1,0.35,1.0
77,47,1,0.2,2.0
78,47,1,0.5,1.6
79,48,1,0.4,1.4
80,49,2,0.3,0.4
81,49,2,0.1,0.6
82,51,2,0.1,1.8
83,52,2,1.4,0.5
84,53,1,1.8,0.5
85,53,3,0.5,0.2
86,54,1,0.4,2.0
87,54,1,0.5,0.6
88,55,3,1.6,0.2
89,55,2,1.0,0.1
90,56,3,0.2,1.4
91,57,2,1.6,0.15
92,58,1,0.2,0.5
93,58,3,0.05,1.4
94,59,3,1.6,0.15
