0,0,3,0.14,0.02
1,0,3,0.03,0.07
2,0,1,0.07,0.09
3,0,2,0.02,0.05
4,0,3,0.12,0.08
5,0,3,0.1,0.19
6,0,3,0.03,0.06
7,0,3,0.08,0.07
8,0,2,0.04,0.04
9,0,3,0.04,0.09
10,0,2,0.03,0.13
11,0,2,0.07,0.06
12,0,1,0.13,0.01
13,0,2,0.07,0.1
14,0,2,0.06,0.05
15,0,2,0.07,0.11
16,0,1,0.06,0.08
17,0,2,0.04,0.02
18,0,2,0.07,0.15
19,0,2,0.1,0.01
20,1,1,0.2,0.01
21,1,3,0.19,0.05
22,1,1,0.04,0.17
23,1,3,0.05,0.03
24,1,3,0.13,0.03
25,1,1,0.2,0.07
26,1,3,0.09,0.05
27,1,3,0.06,0.02
28,1,3,0.03,0.1
29,1,1,0.05,0.07
30,1,3,0.19,0.04
31,1,1,0.02,0.15
32,1,2,0.05,0.08
33,1,2,0.08,0.11
34,1,1,0.05,0.02
35,2,3,0.01,0.1
36,2,1,0.04,0.12
37,2,1,0.06,0.06
38,2,3,0.11,0.09
39,2,3,0.16,0.04
40,2,3,0.05,0.16
41,2,3,0.05,0.02
42,2,2,0.08,0.09
43,2,2,0.06,0.16
44,2,1,0.03,0.18
45,2,2,0.03,0.07
46,2,2,0.11,0.09
47,2,3,0.06,0.01
48,3,3,0.04,0.07
49,3,2,0.02,0.04
50,3,2,0.03,0.02
51,3,1,0.1,0.15
52,3,2,0.01,0.08
53,3,3,0.19,0.07
54,3,2,0.06,0.13
55,3,3,0.17,0.03
56,3,2,0.17,0.09
57,3,1,0.18,0.09
58,3,1,0.04,0.19
59,3,3,0.03,0.11
60,3,3,0.03,0.03
61,3,2,0.08,0.1
62,3,1,0.09,0.09
63,3,3,0.02,0.17
64,4,1,0.19,0.09
65,4,1,0.03,0.06
66,4,3,0.01,0.11
67,4,3,0.09,0.2
68,4,2,0.09,0.1
69,4,2,0.03,0.07
70,4,3,0.06,0.06
71,4,1,0.03,0.13
72,4,1,0.04,0.02
73,4,2,0.04,0.11
74,4,3,0.1,0.1
75,4,2,0.05,0.09
76,4,2,0.13,0.07
77,4,3,0.11,0.07
78,4,2,0.14,0.01
79,4,2,0.17,0.09
80,5,2,0.09,0.09
81,5,1,0.18,0.08
82,5,1,0.06,0.04
83,5,2,0.1,0.06
84,5,3,0.03,0.19
85,5,3,0.18,0.04
86,5,2,0.02,0.16
87,5,3,0.16,0.04
88,5,3,0.01,0.12
89,5,3,0.07,0.09
90,5,1,0.01,0.02
91,5,1,0.08,0.02
92,5,1,0.04,0.17
93,5,2,0.08,0.07
94,5,3,0.09,0.06
95,5,2,0.2,0.09
96,5,3,0.17,0.08
97,5,2,0.06,0.05
98,6,3,0.09,0.05
99,6,2,0.04,0.1
100,6,2,0.2,0.09
101,6,2,0.07,0.15
102,6,1,0.19,0.08
103,6,1,0.02,0.18
104,6,3,0.01,0.07
105,6,3,0.06,0.02
106,6,3,0.07,0.07
107,6,3,0.04,0.02
108,6,3,0.05,0.1
109,6,2,0.07,0.13
110,6,3,0.06,0.12
111,6,3,0.11,0.02
112,6,1,0.15,0.01
113,7,3,0.1,0.07
114,7,1,0.02,0.08
115,7,1,0.08,0.08
116,7,2,0.09,0.07
117,7,2,0.02,0.01
118,7,3,0.04,0.02
119,7,3,0.18,0.04
120,7,3,0.02,0.04
121,7,3,0.11,0.1
122,7,3,0.06,0.18
